DISTRICT,UNIT,YEAR,no.of.VEHICLES,ACCIDENT_classification,ACCIDENT_SPOT,AccidentLocation,AccidentSubLocation,HitAndRun,Severity,CollisionType,RoadCharacter,RoadType,SurfaceType,SurfaceCondition,Weather,LaneType,RoadMark
Bagalkot,Badami PS,2019,1,Road Accidents,Not Applicable,Rural Areas,Open area,No,Grievous Injury,Hit pedestrian,Straight and flat,State Highway,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2019,2,Road Accidents,Other,Villages settlement,Open area,Yes,Fatal,Others,Others,Village Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2019,1,Road Accidents,Not Applicable,Rural Areas,Open area,No,Grievous Injury,Hit pedestrian,Others,Others,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2019,2,Road Accidents,Cross roads,Rural Areas,Open area,No,Simple Injury,Others,Straight and flat,State Highway,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2019,2,Road Accidents,Not Applicable,City/Town,Residential area,No,Fatal,Vehicle to Vehicle,Not Applicable,State Highway,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2019,1,Not Applicable,Not Applicable,Rural Areas,Open area,Not Applicable,Grievous Injury,Hit pedestrian,Not Applicable,NH,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2019,1,Road Accidents,Other,Rural Areas,Open area,No,Grievous Injury,Others,Others,NH,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2019,1,Road Accidents,Other,Rural Areas,Open area,No,Damage Only,Others,Straight and flat,NH,Bitumen(Tar),Dry,Clear,NULL,Centre Yellow Line
Bagalkot,Badami PS,2019,1,Road Accidents,Other,Rural Areas,Open area,Yes,Fatal,Others,Others,Village Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2019,1,Road Accidents,Not Applicable,Rural Areas,Open area,No,Grievous Injury,Not Applicable,Others,NH,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2019,1,Road Accidents,Other,Rural Areas,Open area,No,Grievous Injury,Hit pedestrian,Straight and flat,Two way,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Badami PS,2019,2,Road Accidents,Other,City/Town,Residential area,Yes,Grievous Injury,Right Turn Collision,Straight and flat,State Highway,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Badami PS,2019,2,Road Accidents,Railway crossing,Rural Areas,Open area,No,Grievous Injury,Overturning,Straight and flat,Two way,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2019,1,Road Accidents,Not Applicable,Rural Areas,Open area,No,Grievous Injury,Vehicle to Vehicle,Others,Others,Bitumen(Tar),Dry,Others,NULL,NULL
Bagalkot,Badami PS,2019,2,Road Accidents,Bottleneck,Rural Areas,Open area,No,Grievous Injury,Vehicle to Vehicle,Not Applicable,State Highway,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2019,2,Road Accidents,Cross roads,Rural Areas,Near or inside a village,Yes,Grievous Injury,Others,Others,State Highway,Bitumen(Tar),Dry,Fine,Others,Centre White Line
Bagalkot,Badami PS,2019,2,Road Accidents,Other,City/Town,Near Petrol Pump,No,Fatal,Others,Others,Two way,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2019,1,Rail Road Accidents,Other,City/Town,Near Bus stop,No,Fatal,Drowned,Hump,State Highway,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2019,2,Road Accidents,Curves,Rural Areas,Open area,No,Grievous Injury,Vehicle to Vehicle,Curve,State Highway,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2019,2,Road Accidents,Cross roads,Rural Areas,Open area,No,Fatal,Vehicle to Vehicle,Straight and flat,State Highway,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Badami PS,2019,1,Road Accidents,Other,Rural Areas,Near or inside a village,No,Grievous Injury,Overturning,Not Applicable,State Highway,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2019,2,Road Accidents,Not Applicable,Rural Areas,Residential area,No,Fatal,Vehicle to Vehicle,Others,Others,Bitumen(Tar),Dry,Fine,Others,NULL
Bagalkot,Badami PS,2019,1,Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Not Applicable,Others,State Highway,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2019,1,Road Accidents,Not Applicable,Rural Areas,Open area,No,Grievous Injury,Not Applicable,Others,Major District Road,Bitumen(Tar),Dry,Fine,SingleLane,NULL
Bagalkot,Badami PS,2019,1,Road Accidents,Cross roads,Rural Areas,Open area,No,Fatal,Hit pedestrian,Others,NH,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Badami PS,2019,1,Road Accidents,Cross roads,Rural Areas,Open area,No,Grievous Injury,Not Applicable,Others,State Highway,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2019,2,Road Accidents,Not Applicable,City/Town,Near Hospital,No,Grievous Injury,Not Applicable,Straight and flat,State Highway,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Badami PS,2019,2,Road Accidents,Cross roads,Rural Areas,Open area,No,Grievous Injury,Others,Curve,Others,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2019,4,Road Accidents,Offset,Rural Areas,Open area,No,Fatal,Vehicle to Vehicle,Others,NH,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2019,1,Not Applicable,Not Applicable,City/Town,Open area,No,Damage Only,Not Applicable,Others,State Highway,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2019,1,Road Accidents,Other,Rural Areas,Open area,No,Grievous Injury,Side swipe,Others,NH,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Badami PS,2019,1,Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Not Applicable,Others,State Highway,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Badami PS,2019,2,Road Accidents,Other,Rural Areas,Near or inside a village,No,Grievous Injury,Others,Others,State Highway,Bitumen(Tar),Others,Others,NULL,NULL
Bagalkot,Badami PS,2019,2,Road Accidents,Not Applicable,City/Town,Near School or College,No,Grievous Injury,Vehicle to Vehicle,Others,Others,Bitumen(Tar),Dry,Fine,NULL,Centre White Line
Bagalkot,Badami PS,2019,2,Road Accidents,Not Applicable,City/Town,Open area,No,Fatal,Vehicle to Vehicle,Others,State Highway,Bitumen(Tar),Dry,Fine,Others,NULL
Bagalkot,Badami PS,2019,1,Road Accidents,Railway crossing,Rural Areas,Open area,No,Fatal,Overturning,Sharp Curve,State Highway,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2019,1,Road Accidents,Other,Villages settlement,Residential area,No,Grievous Injury,Overturning,Others,Village Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2019,1,Road Accidents,Other,Rural Areas,Near Bus stop,No,Grievous Injury,Skidding or Self accident,Straight and flat,State Highway,Bitumen(Tar),Dry,Fine,DualLane,Centre White Line
Bagalkot,Badami PS,2019,2,Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Vehicle to Vehicle,Not Applicable,State Highway,Bitumen(Tar),Dry,Fine,DualLane,NULL
Bagalkot,Badami PS,2020,1,Road Accidents,Not Applicable,Rural Areas,Residential area,Not Applicable,Fatal,Hit pedestrian,Straight and flat,Others,Bitumen(Tar),Others,Others,NULL,NULL
Bagalkot,Badami PS,2020,2,Road Accidents,Not Applicable,Rural Areas,Open area,No,Grievous Injury,Vehicle to Vehicle,Straight and flat,State Highway,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Badami PS,2020,1,Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Not Applicable,Others,State Highway,Bitumen(Tar),Others,Others,NULL,NULL
Bagalkot,Badami PS,2020,2,Road Accidents,Curves,Rural Areas,Open area,No,Grievous Injury,Vehicle to Vehicle,Slight Curve,State Highway,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Badami PS,2020,2,Road Accidents,Curves,Rural Areas,Open area,No,Grievous Injury,Vehicle to Vehicle,Curve,State Highway,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Badami PS,2020,3,Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Vehicle to Vehicle,Straight and flat,Others,Bitumen(Tar),Others,Others,NULL,NULL
Bagalkot,Badami PS,2020,2,Not Applicable,Cross roads,Rural Areas,Near or inside a village,No,Grievous Injury,Vehicle to Vehicle,Not Applicable,State Highway,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Badami PS,2020,3,Road Accidents,Junction,Rural Areas,Near Bus stop,No,Fatal,Vehicle to Vehicle,Others,State Highway,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2020,1,Road Accidents,Curves,Rural Areas,Near or inside a village,No,Fatal,Not Applicable,Curve,State Highway,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2020,1,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Grievous Injury,Not Applicable,Others,State Highway,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2020,2,Road Accidents,Not Applicable,Rural Areas,Open area,Yes,Fatal,Vehicle to Vehicle,Straight and flat,State Highway,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Badami PS,2020,1,Road Accidents,Narrow road,Rural Areas,Affected by encroachments,No,Grievous Injury,Hit animal,Not Applicable,State Highway,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2020,2,Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Hit animal,Others,State Highway,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2020,2,Road Accidents,Not Applicable,Rural Areas,Residential area,Not Applicable,Fatal,Vehicle to Vehicle,Straight and flat,State Highway,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Badami PS,2020,1,Road Accidents,Cross roads,Rural Areas,Open area,Yes,Fatal,Hit bicyclist,Straight and flat,Others,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Badami PS,2020,1,Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Not Applicable,Straight and flat,State Highway,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2020,1,Road Accidents,Junction,Rural Areas,At pedestrian Crossing,Yes,Grievous Injury,Hit pedestrian,Sharp Curve,NH,Bitumen(Tar),Dry,Others,DualLane,Centre White Line
Bagalkot,Badami PS,2020,2,Road Accidents,Not Applicable,Rural Areas,Open area,Yes,Grievous Injury,Vehicle to Vehicle,Others,State Highway,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2020,1,Road Accidents,Not Applicable,Rural Areas,Narrow bridge or culverts,No,Fatal,Not Applicable,Straight and flat,State Highway,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2020,2,Road Accidents,Not Applicable,Rural Areas,Near Hospital,Yes,Fatal,Vehicle to Vehicle,Straight and flat,NH,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Badami PS,2020,2,Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Vehicle to Vehicle,Others,State Highway,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Badami PS,2020,1,Not Applicable,Not Applicable,Rural Areas,Open area,No,Grievous Injury,Hit pedestrian,Others,State Highway,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2020,2,Other Railway Accidents,Cross roads,Rural Areas,Near or inside a village,No,Grievous Injury,Vehicle to Vehicle,Curve,Major District Road,Not Applicable,Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2020,2,Rail Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Vehicle to Vehicle,Others,State Highway,Bitumen(Tar),Others,Others,NULL,NULL
Bagalkot,Badami PS,2020,1,Road Accidents,Road hump or Rumble strips,Rural Areas,Residential area,No,Fatal,Vehicle to Vehicle,Straight and flat,State Highway,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2020,1,Road Accidents,Not Applicable,Rural Areas,Near Bus stop,No,Fatal,Not Applicable,Hump,Minor District Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2020,2,Road Accidents,Not Applicable,Rural Areas,Near Bus stop,Yes,Grievous Injury,Vehicle to Vehicle,Straight and flat,State Highway,Bitumen(Tar),Not Applicable,Clear,NULL,NULL
Bagalkot,Badami PS,2020,1,Not Applicable,Not Applicable,Rural Areas,Near Petrol Pump,No,Grievous Injury,Hit pedestrian,Not Applicable,NH,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2020,2,Road Accidents,Narrow road,Rural Areas,Near or inside a village,No,Grievous Injury,Vehicle to Vehicle,Not Applicable,Major District Road,Bitumen(Tar),Not Applicable,Fine,NULL,NULL
Bagalkot,Badami PS,2020,2,Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Not Applicable,Others,Others,Kutcha,Others,Others,NULL,NULL
Bagalkot,Badami PS,2020,2,Road Accidents,Not Applicable,Rural Areas,Near Bus stop,No,Fatal,Hit bicyclist,Others,State Highway,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2020,2,Road Accidents,Not Applicable,Rural Areas,Open area,No,Damage Only,Vehicle to Vehicle,Straight and flat,Major District Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Badami PS,2020,2,Road Accidents,Not Applicable,Rural Areas,Open area,No,Grievous Injury,Hit bicyclist,Straight and flat,Major District Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Badami PS,2020,1,Not Applicable,Not Applicable,Rural Areas,Near a religious place,No,Fatal,Not Applicable,Others,State Highway,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2020,2,Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Vehicle to Vehicle,Straight and flat,State Highway,Bitumen(Tar),Dry,Fine,Others,NULL
Bagalkot,Badami PS,2020,2,Road Accidents,Not Applicable,Rural Areas,Residential area,No,Fatal,Vehicle to Vehicle,Others,Two way,Bitumen(Tar),Not Applicable,Fine,NULL,NULL
Bagalkot,Badami PS,2020,1,Road Accidents,Not Applicable,Rural Areas,Narrow bridge or culverts,No,Fatal,Hit bicyclist,Others,NH,Not Applicable,Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2020,1,Road Accidents,Not Applicable,Rural Areas,Open area,No,Grievous Injury,Hit pedestrian,Straight and flat,State Highway,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Badami PS,2020,1,Road Accidents,Not Applicable,City/Town,Residential area,No,Fatal,Hit pedestrian,Straight and flat,State Highway,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2020,1,Not Applicable,Not Applicable,Rural Areas,Near School or College,No,Fatal,Not Applicable,Not Applicable,NH,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2020,2,Road Accidents,Cross roads,City/Town,Near Petrol Pump,No,Grievous Injury,Vehicle to Vehicle,Straight and flat,State Highway,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Badami PS,2020,1,Road Accidents,Offset,Rural Areas,Open area,No,Damage Only,Hit animal,Straight and flat,State Highway,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Badami PS,2021,2,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Simple Injury,Vehicle to Vehicle,Straight and flat,State Highway,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Badami PS,2021,2,Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Not Applicable,Straight and flat,State Highway,Bitumen(Tar),Others,Others,NULL,NULL
Bagalkot,Badami PS,2021,3,Road Accidents,Not Applicable,Rural Areas,Residential area,Not Applicable,Fatal,Not Applicable,Straight and flat,State Highway,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Badami PS,2021,2,Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Vehicle to Vehicle,Others,State Highway,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Badami PS,2021,1,Road Accidents,Narrow road,Rural Areas,Open area,Not Applicable,Simple Injury,Not Applicable,Curve,State Highway,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2021,1,Road Accidents,Not Applicable,Rural Areas,At pedestrian Crossing,No,Grievous Injury,Hit pedestrian,Others,State Highway,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Badami PS,2021,2,Road Accidents,Curves,Rural Areas,Open area,Yes,Grievous Injury,Vehicle to Vehicle,Slight Curve,Two way,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Badami PS,2021,2,Road Accidents,Junction,Rural Areas,Open area,No,Grievous Injury,Vehicle to Vehicle,Not Applicable,Major District Road,Bitumen(Tar),Dry,Clear,Others,NULL
Bagalkot,Badami PS,2021,2,Road Accidents,Offset,City/Town,Residential area,Yes,Grievous Injury,Vehicle to Vehicle,Steep Incline or Climb,State Highway,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Badami PS,2021,2,Road Accidents,Bottleneck,Rural Areas,Affected by encroachments,Yes,Grievous Injury,Vehicle to Vehicle,Slight Curve,State Highway,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Badami PS,2021,2,Road Accidents,Not Applicable,City/Town,Residential area,No,Fatal,Vehicle to Vehicle,Straight and flat,State Highway,Bitumen(Tar),Dry,Others,NULL,NULL
Bagalkot,Badami PS,2021,2,Road Accidents,Not Applicable,Rural Areas,Affected by encroachments,No,Simple Injury,Vehicle to Vehicle,Not Applicable,State Highway,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Badami PS,2021,1,Road Accidents,Not Applicable,Rural Areas,Open area,No,Grievous Injury,Not Applicable,Curve,Major District Road,Bitumen(Tar),Muddy,Clear,Others,NULL
Bagalkot,Badami PS,2021,1,Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Hit pedestrian,Others,State Highway,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2021,1,Road Accidents,Not Applicable,Rural Areas,Near Hospital,Not Applicable,Fatal,Hit pedestrian,Others,NH,Bitumen(Tar),Others,Others,Others,NULL
Bagalkot,Badami PS,2021,2,Road Accidents,Bottleneck,Rural Areas,Affected by encroachments,No,Grievous Injury,Vehicle to Vehicle,Not Applicable,State Highway,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Badami PS,2021,1,Road Accidents,Not Applicable,Rural Areas,Open area,No,Simple Injury,Hit pedestrian,Straight and flat,Sub Arterial,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Badami PS,2021,1,Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Not Applicable,Others,State Highway,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Badami PS,2021,1,Road Accidents,Curves,Rural Areas,Open area,No,Fatal,Not Applicable,Curve,State Highway,Bitumen(Tar),Dry,Clear,DualLane,Centre White Line
Bagalkot,Badami PS,2021,2,Road Accidents,Not Applicable,City/Town,Open area,No,Damage Only,Vehicle to Vehicle,Straight and flat,State Highway,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Badami PS,2021,1,Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Not Applicable,Straight and flat,State Highway,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Badami PS,2021,1,Road Accidents,Curves,Rural Areas,Open area,No,Grievous Injury,Not Applicable,Curve,Two way,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Badami PS,2021,2,Road Accidents,Road hump or Rumble strips,Rural Areas,Open area,Yes,Grievous Injury,Vehicle to Vehicle,Straight and flat,Sub Arterial,Bitumen(Tar),Not Applicable,Clear,NULL,NULL
Bagalkot,Badami PS,2021,1,Road Accidents,Not Applicable,Rural Areas,Residential area,No,Fatal,Hit pedestrian,Others,Others,Concrete,Others,Clear,NULL,NULL
Bagalkot,Badami PS,2021,2,Road Accidents,Curves,Rural Areas,Open area,No,Fatal,Vehicle to Vehicle,Slight Curve,State Highway,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Badami PS,2021,2,Road Accidents,Not Applicable,Rural Areas,Residential area,No,Simple Injury,Vehicle to Vehicle,Others,Major District Road,Bitumen(Tar),Others,Clear,Others,NULL
Bagalkot,Badami PS,2021,2,Road Accidents,Not Applicable,Rural Areas,Open area,No,Grievous Injury,Vehicle to Vehicle,Straight and flat,NH,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Badami PS,2021,2,Road Accidents,Cross roads,Rural Areas,Open area,No,Grievous Injury,Vehicle to Vehicle,Straight and flat,Two way,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Badami PS,2021,1,Road Accidents,Not Applicable,Rural Areas,Residential area,No,Fatal,Not Applicable,Straight and flat,State Highway,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Badami PS,2021,1,Road Accidents,Not Applicable,City/Town,Open area,No,Fatal,Not Applicable,Straight and flat,One way,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Badami PS,2021,1,Road Accidents,Not Applicable,Rural Areas,Open area,No,Grievous Injury,Not Applicable,Others,State Highway,Not Applicable,Others,Clear,NULL,NULL
Bagalkot,Badami PS,2021,2,Road Accidents,Not Applicable,Rural Areas,Open area,No,Grievous Injury,Vehicle to Vehicle,Straight and flat,State Highway,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Badami PS,2021,1,Road Accidents,Not Applicable,Rural Areas,Open area,Yes,Grievous Injury,Not Applicable,Straight and flat,Two way,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Badami PS,2021,2,Road Accidents,Not Applicable,Rural Areas,Near School or College,No,Grievous Injury,Vehicle to Vehicle,Not Applicable,State Highway,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2021,1,Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Not Applicable,Others,Others,Bitumen(Tar),Others,Others,NULL,NULL
Bagalkot,Badami PS,2021,2,Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Vehicle to Vehicle,Straight and flat,State Highway,Bitumen(Tar),Not Applicable,Others,NULL,NULL
Bagalkot,Badami PS,2021,1,Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Not Applicable,Others,State Highway,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Badami PS,2021,1,Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Not Applicable,Straight and flat,Others,Bitumen(Tar),Dry,Others,NULL,NULL
Bagalkot,Badami PS,2021,1,Road Accidents,Not Applicable,Rural Areas,Open area,Yes,Fatal,Not Applicable,Straight and flat,Two way,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Badami PS,2021,1,Road Accidents,Not Applicable,Rural Areas,Open area,Yes,Fatal,Not Applicable,Straight and flat,Others,Bitumen(Tar),Others,Others,NULL,NULL
Bagalkot,Badami PS,2022,1,Road Accidents,Bottleneck,Rural Areas,Open area,Not Applicable,Grievous Injury,Hit pedestrian,Not Applicable,NH,Bitumen(Tar),Muddy,Clear,DualLane,Centre White Line
Bagalkot,Badami PS,2022,2,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Simple Injury,Vehicle to Vehicle,Straight and flat,State Highway,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Badami PS,2022,2,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Grievous Injury,Vehicle to Vehicle,Straight and flat,State Highway,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Badami PS,2022,1,Road Accidents,Not Applicable,Rural Areas,Open area,No,Fatal,Not Applicable,Straight and flat,Two way,Bitumen(Tar),Dry,Clear,NULL,NULL
